time,level,message
2026-02-19 19:32:44.430,ERROR,11569 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Fetching account details for accountId=483
2026-02-19 19:32:46.430,ERROR,11571 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Deleting asset with assetId=1084
2026-02-19 19:32:52.430,ERROR,11577 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=563
2026-02-19 19:33:00.430,ERROR,"11585 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Validation failed for accountId=198, reason=Invalid phone number"
2026-02-19 19:33:01.430,ERROR,"11586 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=112, status=404"
2026-02-19 19:33:03.430,ERROR,11588 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Fetching account details for accountId=167
2026-02-19 19:33:18.430,ERROR,"11603 --- [nio-8080-exec-7] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=905"
2026-02-19 19:33:19.430,ERROR,"11604 --- [nio-8080-exec-8] c.n.p.service.MeshDataService      : Failed to return account details for accountId=394, status=404"
2026-02-19 19:33:22.430,ERROR,11607 --- [nio-8080-exec-16] c.n.p.controller.MeshDataController      : Asset not found for assetId=647
2026-02-19 19:33:28.430,ERROR,"11613 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=899, status=404"
2026-02-19 19:33:32.430,ERROR,11617 --- [nio-8080-exec-20] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=352
2026-02-19 19:33:33.430,ERROR,11618 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Account not found for accountId=269
2026-02-19 19:33:37.430,ERROR,11622 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=1066
2026-02-19 19:33:40.430,ERROR,11625 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Fetching account details for accountId=611
2026-02-19 19:33:41.430,ERROR,11626 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=2086ms)
2026-02-19 19:33:42.430,ERROR,"11627 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Failed to update account accountId=518, status=400"
2026-02-19 19:33:43.430,ERROR,"11628 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Could not delete asset assetId=647, status=409"
2026-02-19 19:33:50.430,ERROR,11635 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Health check OK
2026-02-19 19:33:53.430,ERROR,11638 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Account not found for accountId=505
2026-02-19 19:33:55.430,ERROR,"11640 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Failed to update account accountId=492, status=400"
2026-02-19 19:33:57.430,ERROR,11642 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=2824ms)
2026-02-19 19:34:01.430,ERROR,"11646 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=687"
2026-02-19 19:34:15.430,ERROR,"11660 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Failed to return account details for accountId=856, status=404"
2026-02-19 19:34:16.430,ERROR,"11661 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Creating asset with payload={""name"":""AssetAssetO"",""type"":""Stock""}"
2026-02-19 19:34:21.430,ERROR,"11666 --- [nio-8080-exec-3] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=717"
2026-02-19 19:34:22.430,ERROR,"11667 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=997, status=404"
2026-02-19 19:34:24.430,ERROR,"11669 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=330, status=404"
2026-02-19 19:34:36.430,ERROR,11681 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Fetching account details for accountId=749
2026-02-19 19:34:44.430,ERROR,11689 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Account not found for accountId=821
2026-02-19 19:34:48.430,ERROR,11693 --- [nio-8080-exec-5] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=2925ms)
2026-02-19 19:34:54.430,ERROR,"11699 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Validation failed for accountId=536, reason=Invalid phone number"
2026-02-19 19:34:56.430,ERROR,11701 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=304
2026-02-19 19:35:06.430,ERROR,"11711 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=218, status=404"
2026-02-19 19:35:10.430,ERROR,"11715 --- [nio-8080-exec-4] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=233"
2026-02-19 19:35:14.430,ERROR,11719 --- [nio-8080-exec-20] c.n.p.controller.MeshDataController      : Fetching asset details for assetId=563
2026-02-19 19:35:18.430,ERROR,"11723 --- [nio-8080-exec-16] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=327"
2026-02-19 19:35:23.430,ERROR,11728 --- [nio-8080-exec-6] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=973
2026-02-19 19:35:29.430,ERROR,11734 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Successfully returned account details for accountId=775
2026-02-19 19:35:33.430,ERROR,11738 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=994
2026-02-19 19:35:39.430,ERROR,11744 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=619
2026-02-19 19:35:42.430,ERROR,"11747 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Validation failed for accountId=1010, reason=Invalid phone number"
2026-02-19 19:35:46.430,ERROR,11751 --- [nio-8080-exec-19] c.n.p.service.MeshDataService      : Fetching account details for accountId=865
2026-02-19 19:35:51.430,ERROR,"11756 --- [nio-8080-exec-18] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=167, status=404"
2026-02-19 19:36:00.430,ERROR,11765 --- [nio-8080-exec-18] c.n.p.service.MeshDataService      : Successfully returned account details for accountId=408
2026-02-19 19:36:02.430,ERROR,"11767 --- [nio-8080-exec-4] c.n.p.service.MeshDataService      : Validation failed for accountId=149, reason=Invalid phone number"
2026-02-19 19:36:04.430,ERROR,11769 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Health check OK
2026-02-19 19:36:10.430,ERROR,"11775 --- [nio-8080-exec-1] c.n.p.service.MeshDataService      : Could not delete asset assetId=170, status=409"
2026-02-19 19:36:11.430,ERROR,"11776 --- [nio-8080-exec-18] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=540"
2026-02-19 19:36:16.430,ERROR,11781 --- [nio-8080-exec-19] c.n.p.service.MeshDataService      : Deleting asset with assetId=932
2026-02-19 19:36:18.430,ERROR,11783 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=331
2026-02-19 19:36:22.430,ERROR,11787 --- [nio-8080-exec-10] c.n.p.service.MeshDataService      : Deleting asset with assetId=124
2026-02-19 19:36:23.430,ERROR,"11788 --- [nio-8080-exec-15] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=780, status=404"
2026-02-19 19:36:24.430,ERROR,"11789 --- [nio-8080-exec-14] c.n.p.service.MeshDataService      : Failed to update account accountId=784, status=400"
2026-02-19 19:36:25.430,ERROR,"11790 --- [nio-8080-exec-16] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=252"
2026-02-19 19:36:35.430,ERROR,"11800 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Failed to delete asset, assetId=525, reason=Asset in use"
2026-02-19 19:36:43.430,ERROR,"11808 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Could not delete asset assetId=1050, status=409"
2026-02-19 19:36:46.430,ERROR,"11811 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Failed to return account details for accountId=165, status=404"
2026-02-19 19:36:55.430,ERROR,"11820 --- [nio-8080-exec-2] c.n.p.controller.MeshDataController      : Failed to return asset details for assetId=968, status=404"
2026-02-19 19:36:57.430,ERROR,11822 --- [nio-8080-exec-4] c.n.p.controller.MeshDataController      : Fetching account details for accountId=231
2026-02-19 19:37:04.430,ERROR,11829 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=768
2026-02-19 19:37:07.430,ERROR,11832 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Deleting asset with assetId=504
2026-02-19 19:37:11.430,ERROR,"11836 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Failed to update account accountId=819, status=400"
2026-02-19 19:37:20.430,ERROR,11845 --- [nio-8080-exec-19] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=366
2026-02-19 19:37:27.430,ERROR,"11852 --- [nio-8080-exec-13] c.n.p.service.MeshDataService      : Failed to return account details for accountId=254, status=404"
2026-02-19 19:37:30.430,ERROR,11855 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Fetching account details for accountId=226
2026-02-19 19:37:33.430,ERROR,11858 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=1174ms)
2026-02-19 19:37:40.430,ERROR,11865 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Fetching account details for accountId=1057
2026-02-19 19:37:46.430,ERROR,"11871 --- [nio-8080-exec-13] c.n.p.controller.MeshDataController      : Asset created successfully, assetId=810"
2026-02-19 19:37:51.430,ERROR,11876 --- [nio-8080-exec-19] c.n.p.controller.MeshDataController      : Account not found for accountId=499
2026-02-19 19:37:52.430,ERROR,11877 --- [nio-8080-exec-14] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=483
2026-02-19 19:37:55.430,ERROR,11880 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Deleting asset with assetId=885
2026-02-19 19:37:59.430,ERROR,"11884 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=151, status=404"
2026-02-19 19:38:00.430,ERROR,"11885 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=434, status=404"
2026-02-19 19:38:01.430,ERROR,11886 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=2425ms)
2026-02-19 19:38:04.430,ERROR,"11889 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Could not delete asset assetId=497, status=409"
2026-02-19 19:38:06.430,ERROR,11891 --- [nio-8080-exec-3] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=2254ms)
2026-02-19 19:38:20.430,ERROR,11905 --- [nio-8080-exec-7] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=1493ms)
2026-02-19 19:38:26.430,ERROR,11911 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Received PUT request for /api/v1/logout706
2026-02-19 19:38:27.430,ERROR,11912 --- [nio-8080-exec-17] c.n.p.service.MeshDataService      : Asset creation took longer than expected (duration=1163ms)
2026-02-19 19:38:28.430,ERROR,"11913 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Validation failed for accountId=912, reason=Invalid phone number"
2026-02-19 19:38:29.430,ERROR,11914 --- [nio-8080-exec-11] c.n.p.controller.MeshDataController      : Fetching asset details for assetId=150
2026-02-19 19:38:33.430,ERROR,11918 --- [nio-8080-exec-8] c.n.p.controller.MeshDataController      : Asset creation took longer than expected (duration=2331ms)
2026-02-19 19:38:34.430,ERROR,11919 --- [nio-8080-exec-6] c.n.p.service.MeshDataService      : Asset not found for assetId=534
2026-02-19 19:38:38.430,ERROR,"11923 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Failed to update account accountId=969, status=400"
2026-02-19 19:38:39.430,ERROR,11924 --- [nio-8080-exec-10] c.n.p.controller.MeshDataController      : Health check OK
2026-02-19 19:38:41.430,ERROR,11926 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Asset not found for assetId=1053
2026-02-19 19:38:46.430,ERROR,11931 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Received DELETE request for /api/v1/accounts/232
2026-02-19 19:38:47.430,ERROR,"11932 --- [nio-8080-exec-11] c.n.p.service.MeshDataService      : Failed to update account accountId=556, status=400"
2026-02-19 19:38:49.430,ERROR,11934 --- [nio-8080-exec-2] c.n.p.controller.MeshDataController      : Successfully returned asset details for assetId=550
2026-02-19 19:38:55.430,ERROR,"11940 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Failed to update account accountId=1061, status=400"
2026-02-19 19:38:56.430,ERROR,11941 --- [nio-8080-exec-18] c.n.p.controller.MeshDataController      : Health check OK
2026-02-19 19:38:57.430,ERROR,"11942 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetM"",""type"":""Bond""}"
2026-02-19 19:38:58.430,ERROR,"11943 --- [nio-8080-exec-8] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=331, status=404"
2026-02-19 19:38:59.430,ERROR,11944 --- [nio-8080-exec-1] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=739
2026-02-19 19:39:00.430,ERROR,"11945 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Validation failed for accountId=397, reason=Invalid phone number"
2026-02-19 19:39:17.430,ERROR,11962 --- [nio-8080-exec-1] c.n.p.service.MeshDataService      : Successfully returned asset details for assetId=434
2026-02-19 19:39:19.430,ERROR,"11964 --- [nio-8080-exec-9] c.n.p.controller.MeshDataController      : Failed to return account details for accountId=736, status=404"
2026-02-19 19:39:24.430,ERROR,11969 --- [nio-8080-exec-5] c.n.p.controller.MeshDataController      : Fetching account details for accountId=399
2026-02-19 19:39:25.430,ERROR,11970 --- [nio-8080-exec-17] c.n.p.controller.MeshDataController      : Received GET request for /api/v1/logout458
2026-02-19 19:39:27.430,ERROR,11972 --- [nio-8080-exec-1] c.n.p.controller.MeshDataController      : Fetching account details for accountId=718
2026-02-19 19:39:29.430,ERROR,"11974 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=409, reason=Asset in use"
2026-02-19 19:39:32.430,ERROR,"11977 --- [nio-8080-exec-15] c.n.p.service.MeshDataService      : Failed to return asset details for assetId=143, status=404"
2026-02-19 19:39:34.430,ERROR,"11979 --- [nio-8080-exec-12] c.n.p.service.MeshDataService      : Failed to delete asset, assetId=710, reason=Asset in use"
2026-02-19 19:39:35.430,ERROR,"11980 --- [nio-8080-exec-16] c.n.p.service.MeshDataService      : Could not delete asset assetId=156, status=409"
2026-02-19 19:39:41.430,ERROR,11986 --- [nio-8080-exec-7] c.n.p.controller.MeshDataController      : Fetching asset details for assetId=306
2026-02-19 19:39:42.430,ERROR,"11987 --- [nio-8080-exec-12] c.n.p.controller.MeshDataController      : Could not delete asset assetId=651, status=409"
2026-02-19 19:39:44.430,ERROR,"11989 --- [nio-8080-exec-9] c.n.p.service.MeshDataService      : Creating asset with payload={""name"":""AssetAssetL"",""type"":""Bond""}"
2026-02-19 19:39:48.430,ERROR,11993 --- [nio-8080-exec-2] c.n.p.service.MeshDataService      : Health check OK
